"Post ID",Survey,"Post Status","Created (UTC)","Updated (UTC)","Post Date (UTC)","Contact ID",Contact,"Data Source ID",Source,"Unstructured Description",Título,Descripción,"Categorías relacionadas","Forma de contacto con el centro"
1571,"Servicio público disponible",published,"2020-03-24 16:04:39","2020-03-24 16:04:46","2020-03-24 16:02:48",,,,,,EcoSope,"Alimentación Agroecológica con reparto a domicilio
htto://www.latiendaecosope.es","Comercio de Proximidad",ecosope@gmail.com
1572,"Servicio público disponible",published,"2020-03-24 16:07:22","2020-03-24 16:07:31","2020-03-24 16:05:07",,,,,,Menta,"Alimentación Agroecológica con reparto a domicilio. Manuel Morón","Comercio de Proximidad",646125552
1575,"Servicio público disponible",published,"2020-03-24 16:10:54","2020-03-24 16:11:04","2020-03-24 16:09:30",,,,,,"Bioland Sol Fruit","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",ismael79pastriz@gmail.com
1576,"Servicio público disponible",published,"2020-03-24 16:13:16","2020-03-24 16:13:26","2020-03-24 16:11:16",,,,,,"Juan Felis (Naranjas y Mandarinas)","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",6866103060
1577,"Servicio público disponible",published,"2020-03-24 16:17:16","2020-03-24 16:17:25","2020-03-24 16:13:51",,,,,,"Productos Ecológicos del Matarraña (Proecmat)","Alimentación Agroecológica con reparto a domicilio
http://www.proecmat.com","Comercio de Proximidad",679215803
1578,"Servicio público disponible",published,"2020-03-24 16:20:04","2020-03-24 16:20:27","2020-03-24 16:17:44",,,,,,"Azafrán La Carrasca S.L. (Carlos)","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",azafranlacarrasca@gmail.com
1580,"Servicio público disponible",published,"2020-03-24 16:28:57","2020-03-24 16:29:05","2020-03-24 16:20:43",,,,,,"Huevos El Capazo Verde","Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",629670142
1582,"Servicio público disponible",published,"2020-03-24 16:36:29","2020-03-24 16:36:38","2020-03-24 16:34:35",,,,,,"Molino Ecotambo y la Casa de la Abuela","ntación Agroecológica con reparto a domicilio","Comercio de Proximidad",molinoecotambe@gmail.com
1583,"Servicio público disponible",published,"2020-03-24 16:40:33","2020-03-24 16:40:43","2020-03-24 16:37:14",,,,,,EcoMonegros,"Alimentación Agroecológica con reparto a domicilio. http://www.ecomonegros,com","Comercio de Proximidad",contacto@ecomonegros.com
1584,"Servicio público disponible",published,"2020-03-24 16:43:03","2020-03-24 16:43:22","2020-03-24 16:41:46",,,,,,Torreconde,"Alimentación Agroecológica con reparto a domicilio","Comercio de Proximidad",664214226
1589,"Servicio público disponible",published,"2020-03-24 17:41:02","2020-03-24 18:14:07","2020-03-24 17:35:33",,,,,,"Apoyo Psicológico durante la crisis del Covid-19","Brindamos apoyo psicológico sin coste a personas de nuestro barrio que se encuentren, solas, totalmente aisladas en su casa, por teléfono o por videoconferencia.

Se atenderá los viernes mientras dure el confinamiento.","Ayuda Psicológica",francisco@tupsicologoenalcaladehenares.com
1600,"Servicio público disponible",published,"2020-03-24 19:00:44","2020-03-24 19:01:05","2020-03-24 18:56:39",,,,,,"Servicio gratuito de atención psicológica. Colegio Psicólogos de Santa Cruz de Tenerife","La prestación del servicio se realizará mediante un mensaje de Whatsapp al 660 685 757 o una llamada telefónica si no es posible el mensaje, o a través del correo electrónico copsctenerife@cop.es . Este primer contacto será gestionado por el Grupo de Intervención Psicológica en Emergencias y Catástrofes del Colegio, que derivará los casos a los profesionales de la Psicología voluntarios, que son los que atenderán, mediante una llamada telefónica, a la persona que ha solicitado el servicio.","Ayuda Psicológica","Whatsapp al 660 685 757 o  llamada telefónica"
1608,"Servicio público disponible",published,"2020-03-24 20:35:49","2020-03-24 20:39:16","2020-03-24 20:33:41",,,,,,"Consultoría médica","Soy médico anestesiólogo argentino (61 años) me ofrezco para consultas médicas de cualquier tipo.","Atención/Cuidados,Salud",tanomacaluso@hotmail.com
1612,"Servicio público disponible",published,"2020-03-24 21:12:41","2020-03-24 21:13:18","2020-03-24 21:08:00",,,,,,"Poliesportiu Municipal del Cabanyal","Servei diari de WC, dutxa, kit d'aseo i alimentació. Horari: 10:00-14:00","Alimentación,Higiene,Sin Techo",
1615,"Servicio público disponible",published,"2020-03-24 21:22:35","2020-03-24 22:35:12","2020-03-24 21:19:34",,,,,,"Poliesportiu Municipal El Carme","Servei diari de WC, dutxa, kit d'higiene i alimentació. Horari: 10:00-14:00",,
1627,"Servicio público disponible",archived,"2020-03-24 22:37:06","2020-03-25 07:45:20","2020-03-24 22:33:18",,,,,,"Regalo productos de aseo y ofrezco ayuda para comprar alimentos a quienes no puedan salir","Estoy disponible de 8 am a 6 pm, para quien necesite algún artículo de aseo o no pueda salir de su casa.","Alimentación,Higiene",nathaliamart@hotmail.com
1650,"Servicio público disponible",published,"2020-03-25 07:51:15","2020-03-25 08:16:38","2020-03-25 07:49:24",,,,,,"Red de voluntarios en Collado Mediano","Red de voluntarios para ayudar a los vecinos de Collado Mediano","Alimentación,Higiene,Atención/Cuidados,Acompañamiento en la calle,Acogida,Salud,Ayuda Psicológica,Otros,Comercio de Proximidad,Sin Techo,Viseras y Mascarillas 3D,Respirador Maker,Mascarillas tela,Materiales y Puntos de Recogida (PLA, Tela...)",649955200
1654,"Servicio público disponible",published,"2020-03-25 08:15:36","2020-03-25 08:47:12","2020-03-25 08:12:28",,,,,,"SEPE - MEDIDAS COVID19","Medidas Extraordinarias adoptadas frente al COVID-19. Se suspenden los plazos en la presentación de solicitudes y no se recortan los derechos por presentar solicitudes fuera de plazo",Atención/Cuidados,http://www.sepe.es/HomeSepe/COVID-19.html
1655,"Servicio público disponible",archived,"2020-03-25 08:16:02","2020-03-25 09:30:29","2020-03-25 08:00:47",,,,,,"Kilo y Cuarto. Panadería y comida preparada","Comercio de proximidad. Panadería y comida casera para llevar. Menú del Día / Pollos asados. 914 691 992. 9h30 a 15h30. Servicio a domicilio gratis para personas mayores o en riesgo.","Alimentación,Comercio de Proximidad",914691992
1658,"Servicio público disponible",archived,"2020-03-25 08:21:02","2020-03-25 08:41:35","2020-03-25 08:17:04",,,,,,"Kilo y Cuarto. Panadería y comida preparada","Panadería y comida casera para llevar. Menú del Día / Pollos asados. 914 691 992. 9h30 a 15h30. Servicio a domicilio gratis para personas mayores o en riesgo.","Alimentación,Comercio de Proximidad","914 691 992"
1659,"Servicio público disponible",published,"2020-03-25 08:21:16","2020-03-25 08:29:10","2020-03-25 08:18:05",,,,,,FUNDAE_SEPE_TECNOLOGICAS,"Ponemos a vuestra disposición este espacio donde encontrarás acceso a cursos gratuitos en competencias digitales facilitados por grandes empresas tecnológicas.",Otros,https://www.fundae.es/digitalizate
1663,"Servicio público disponible",archived,"2020-03-25 08:32:37","2020-03-25 08:53:17","2020-03-25 08:28:17",,,,,,"Kilo y Cuarto. Panadería y comida preparada","Panadería y comida casera para llevar. Menú del Día / Pollos asados. 916.716.618. 9h30 a 15h30. Servicio a domicilio gratis para personas mayores o en riesgo.","Alimentación,Comercio de Proximidad",916.716.618
1702,"Servicio público disponible",published,"2020-03-25 11:02:09","2020-03-25 11:50:56","2020-03-25 11:00:22",,,,,,"Comidas a domicilio Vita Nova","Restaurante Vita Nova en Altorreal. Menú diario 10€",Alimentación,968648408
1707,"Servicio público disponible",published,"2020-03-25 11:09:42","2020-03-25 11:51:25","2020-03-25 10:56:56",,,,,,"Fundación Valdocco","En este momento de crisis Fundación Valdocco ofrece a la ciudadanía de Huelva:
Apoyo psicológico y social
Asesoramiento y autoempleo. Móvil: 635587970
Apoyo educativo. Móvil: 679976423
Formación. Incorpora. Móvil: 606755767
Acción social
Cooperación y alianzas con otras instituciones
Llámanos si necesitas ayuda en estos momentos complicados del COVID19
Teléfono general: 959545013
Móvil 649053976
e-mail general: valdocco@valdocco.org","Ayuda Psicológica,Otros","Teléfono general: 959545013; Móvil 649053976; e-mail general: valdocco@valdocco.org"
1720,"Servicio público disponible",archived,"2020-03-25 11:56:15","2020-03-25 11:57:00","2020-03-25 11:54:05",,,,,,"People in calm","Carrera 13b#161","Alimentación,Atención/Cuidados,Salud,Ayuda Psicológica,Comercio de Proximidad",
1722,"Servicio público disponible",published,"2020-03-25 12:05:29","2020-03-25 12:24:39","2020-03-25 11:58:31",,,,,,"Servicio de Compra y Reparto a domicilio de Alimentación de Primera Necesidad","Servicio de Compra y Reparto a domicilio de Alimentación de Primera Necesidad. Se realizan compras de alimentación de primera necesidad (pan, leche, fruta...) en los comercios locales y se reparte a domicilio a la vecindad del Valle de Kuartango (Álava) , con la inestimable colaboración del taxista local. Los repartos se realizan los lunes, miércoles y viernes y los pedidos se hacen el día anterior mediante whatsapp en el número del teléfono móvil municipal: 609 15 43 59",Alimentación,"Ayuntamiento de Kuartango  609 15 43 59 (preferible por whatsapp)"
1731,"Servicio público disponible",published,"2020-03-25 12:46:11","2020-03-25 13:08:14","2020-03-25 12:39:53",,,,,,"Administración Pública","Ofertas de empleo público, selección de personal, Junta de Andalucía, Córdoba","Atención/Cuidados,Funcionarios Voluntarios",https://ws045.juntadeandalucia.es/empleadopublico/emp-cat-.html?p=/Categorias_Principales/&n=noticias
1733,"Servicio público disponible",published,"2020-03-25 12:51:57","2020-03-25 12:53:54","2020-03-25 12:43:18",,,,,,"Información sobre ""Trámites en las Oficinas de Extranjeria"" en 8 idiomas","la Dirección General de Cooperación al Desarrollo e Inmigración porporcionamos  información sobre ""Trámites en las Oficinas de Extranjeria"" en el periodo del Estado de Alarma en los ocho idiomas más frecuentes entre las personas migrantes que residen en Aragón (español, chino, búlgaro, francés, inglés, urdu, rumano, y ucraniano). Las traducciones se encuentran disponibles en el siguiente enlace: https://www.aragon.es/-/tramites-oficina-de-extranjeria
Puede accederse también a esta información a través de la cuenta de twitter, AragonSolidario, de la cuenta de Instagram, @AragonSinBulos","Acogida,Otros",dgcoopinmig@aragon.es
1739,"Servicio público disponible",archived,"2020-03-25 12:55:49","2020-03-25 14:03:39","2020-03-25 12:50:33",,,,,,"Servicio de ayuda y escucha.","Desde 09:00 a 21:00 horas se atenderan a llamadas de personas que necesiten hablar y ayuda para gestionar las diferentes situaciones ocasionadas por el COVID-19. Una vez recepcionado el correo nos pondremos en contacto contigo en la mayor brevedad posible.","Atención/Cuidados,Ayuda Psicológica",raugarsa@gmail.com
1743,"Servicio público disponible",published,"2020-03-25 12:59:19","2020-03-25 13:02:27","2020-03-25 12:56:48",,,,,,"Información sobre el  ""Estado de Alarma""  en 9 idiomas desde la D.G. de Cooperación al Desarrollo e Inmigración","La Dirección General de Cooperación al Desarrollo e Inmigración porporciona  información sobre el  ""Estado de Alarma""  decretado por el Gobierno Español en los  idiomas más frecuentes entre las personas migrantes que residen en Aragón (español, árabe, chino, búlgaro, francés, inglés, urdu, rumano, y ucraniano), con el objetivo de favorecer una información inclusiva, en un momento en el que el acceso a información es crucial para mitigar los efectos de la situación que estamos viviendo.
Las traducciones se encuentran disponibles en el siguiente enlace:https://www.aragon.es/-/informacion-sobre-estado-de-alarma-en-9-idioma
Puede accederse también a esta información a través de la cuenta de twitter, AragonSolidario, de la cuenta de Instagram, @AragonSinBulos","Acogida,Otros",dgcoopinmig@aragon.es
1797,"Servicio público disponible",archived,"2020-03-25 14:40:52","2020-03-25 15:30:06","2020-03-25 14:36:42",,,,,,"Funcionaria comprometida la 24 h.","Especial atención a personas dependientes y/o con diversidad funcional","Funcionarios Voluntarios",www.alzira.es
1798,"Servicio público disponible",published,"2020-03-25 14:48:45","2020-03-25 15:30:01","2020-03-25 14:46:57",,,,,,"Funcionaria del Ayto. Alzira; colaboradora. Joana","Ayuda a personas dependientes y/o con diversidad funcional .","Funcionarios Voluntarios",joanasueca@hotmail.com
1829,"Servicio público disponible",published,"2020-03-25 15:55:27","2020-03-25 16:03:26","2020-03-25 15:42:01",,,,,,"#Funcionario de Guardia Maria Jesús Langa (Diputación Valencia)","Soy funcionario y me he dado de alta voluntariamente en este mapa para ayudarte durante esta pandemia. Puedo:

    Atender dudas generales
    Remitirte a canales y centralitas oficiales
    Ponerte en contacto con las oficinas y administraciones que mejor podrán solucionar tu asunto.
    Información sobre trámites administrativos (todo lo que dentro de mis posibilidades pueda hacer).
     Ayudarle en sus dudas con la mejor predisposición y de forma desinteresada. 
    

En definitiva, prestar servicio como funcionario, es decir atención a los ciudadan@s, asociaciones y empresas con los recursos a mi alcance.","Funcionarios Voluntarios",langamje.dva@gmail.com
1842,"Servicio público disponible",archived,"2020-03-25 16:28:46","2020-03-25 16:35:04","2020-03-25 16:25:45",,,,,,"Reparación patinetes eléctricos Servico a domicilio","Reparamos patinetes eléctricos. Servicio a domicilio GRATUITO para médicos, policía, bomberos, cajeros. Tlfn. 657 423 669. Facebook, Instagram: @afixev. Afixev.net",,
1848,"Servicio público disponible",published,"2020-03-25 16:45:16","2020-03-25 17:15:34","2020-03-25 16:42:58",,,,,,"Funcionario voluntario","Asesoramiento en  normativa sobre aplicación del estado de alarma y consultas generales relacionadas con ayuntamientos y diputaciones",,
1850,"Servicio público disponible",published,"2020-03-25 16:49:08","2020-03-25 17:17:40","2020-03-25 16:46:30",,,,,,"Farmacia Arnoia","Farmacia da Arnoia, L-V 9:30-13:30/ 16:30-20:00 // Sab 9:30-13:30","Higiene,Salud",988492956
1853,"Servicio público disponible",published,"2020-03-25 16:55:45","2020-03-25 17:06:52","2020-03-25 16:51:10",,,,,,"Mercado de Antón Martín","Todos los puestos abiertos, L-S, 09h00-15h00 + Reparto.
Alimentación general (pollerías, fruterías, carnicerías), tanto dentro como fuera del mercado.
Más info y teléfonos de cada comercio en: https://www.mercadoantonmartin.com/","Alimentación,Comercio de Proximidad","91 369 06 20"
1857,"Servicio público disponible",published,"2020-03-25 17:06:05","2020-03-25 17:11:08","2020-03-25 16:59:51",,,,,,"Reparación Bicicletas Gratis en Family Bike","Para personal sanitario y emergencias, policia, bomberos, guardia civil, etc.  Sólo si utilizas la bici como vehículo para tu movilidad personal y realmente lo necesitas. Necesario acreditación y cita previa al telefono 954104017. De 10 a 14 horas de lunes a viernes","Comercio de Proximidad",954104017
